timestamp_utc,STATUS,FUEL_STATUS,ENGINE_LOAD,COOLANT_TEMP,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,INTAKE_PRESSURE,RPM,SPEED,TIMING_ADVANCE,INTAKE_TEMP,THROTTLE_POS,O2_SENSORS,O2_B1S1,O2_B1S2,OBD_COMPLIANCE,DISTANCE_W_MIL,THROTTLE_POS_B
2026-05-11T13:52:08+00:00,MIL=False DTC=0 ignition=spark,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",47.84313725490196 percent,88 degree_Celsius,-0.78125 percent,9.375 percent,60 kilopascal,653.5 revolutions_per_minute,5.0 kilometer_per_hour,8.0 degree,69 degree_Celsius,14.509803921568627 percent,"((), (False, False, False, False), (False, False, True, True))",0.105 volt,0.65 volt,EOBD (Europe),0.0 kilometer,85.88235294117646 percent
2026-05-11T13:52:12+00:00,MIL=False DTC=0 ignition=spark,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",43.92156862745098 percent,88 degree_Celsius,-0.78125 percent,9.375 percent,30 kilopascal,1198.25 revolutions_per_minute,15.0 kilometer_per_hour,4.5 degree,68 degree_Celsius,13.72549019607843 percent,"((), (False, False, False, False), (False, False, True, True))",0.8 volt,0.13 volt,EOBD (Europe),0.0 kilometer,13.72549019607843 percent
2026-05-11T13:52:15+00:00,MIL=False DTC=0 ignition=spark,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",35.68627450980392 percent,88 degree_Celsius,1.5625 percent,9.375 percent,44 kilopascal,836.0 revolutions_per_minute,10.0 kilometer_per_hour,6.0 degree,69 degree_Celsius,13.72549019607843 percent,"((), (False, False, False, False), (False, False, True, True))",0.105 volt,0.175 volt,EOBD (Europe),0.0 kilometer,14.117647058823529 percent
2026-05-11T13:52:19+00:00,MIL=False DTC=0 ignition=spark,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",38.431372549019606 percent,87 degree_Celsius,-1.5625 percent,9.375 percent,58 kilopascal,1104.25 revolutions_per_minute,8.0 kilometer_per_hour,-24.0 degree,69 degree_Celsius,86.66666666666667 percent,"((), (False, False, False, False), (False, False, True, True))",0.8 volt,0.785 volt,EOBD (Europe),0.0 kilometer,18.823529411764707 percent
2026-05-11T13:52:23+00:00,MIL=False DTC=0 ignition=spark,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",41.568627450980394 percent,88 degree_Celsius,0.0 percent,9.375 percent,31 kilopascal,1176.75 revolutions_per_minute,16.0 kilometer_per_hour,2.0 degree,68 degree_Celsius,13.72549019607843 percent,"((), (False, False, False, False), (False, False, True, True))",0.77 volt,0.125 volt,EOBD (Europe),0.0 kilometer,17.647058823529413 percent
2026-05-11T13:52:26+00:00,MIL=False DTC=0 ignition=spark,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",71.37254901960785 percent,87 degree_Celsius,-9.375 percent,9.375 percent,69 kilopascal,1754.0 revolutions_per_minute,23.0 kilometer_per_hour,21.5 degree,68 degree_Celsius,20.392156862745097 percent,"((), (False, False, False, False), (False, False, True, True))",0.725 volt,0.62 volt,EOBD (Europe),0.0 kilometer,18.03921568627451 percent
2026-05-11T13:52:30+00:00,MIL=False DTC=0 ignition=spark,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",22.352941176470587 percent,87 degree_Celsius,0.0 percent,9.375 percent,39 kilopascal,1107.75 revolutions_per_minute,25.0 kilometer_per_hour,9.0 degree,68 degree_Celsius,13.72549019607843 percent,"((), (False, False, False, False), (False, False, True, True))",0.78 volt,0.46 volt,EOBD (Europe),0.0 kilometer,14.117647058823529 percent
2026-05-11T13:52:34+00:00,MIL=False DTC=0 ignition=spark,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",36.86274509803921 percent,87 degree_Celsius,0.78125 percent,9.375 percent,45 kilopascal,806.5 revolutions_per_minute,16.0 kilometer_per_hour,5.0 degree,68 degree_Celsius,13.72549019607843 percent,"((), (False, False, False, False), (False, False, True, True))",0.695 volt,0.445 volt,EOBD (Europe),0.0 kilometer,14.117647058823529 percent
2026-05-11T13:52:37+00:00,MIL=False DTC=0 ignition=spark,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",37.254901960784316 percent,88 degree_Celsius,0.78125 percent,9.375 percent,46 kilopascal,824.0 revolutions_per_minute,0.0 kilometer_per_hour,3.5 degree,69 degree_Celsius,14.117647058823529 percent,"((), (False, False, False, False), (False, False, True, True))",0.69 volt,0.435 volt,EOBD (Europe),0.0 kilometer,13.72549019607843 percent
2026-05-11T13:52:41+00:00,MIL=False DTC=0 ignition=spark,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",36.07843137254902 percent,89 degree_Celsius,-1.5625 percent,9.375 percent,45 kilopascal,801.75 revolutions_per_minute,0.0 kilometer_per_hour,2.0 degree,69 degree_Celsius,13.72549019607843 percent,"((), (False, False, False, False), (False, False, True, True))",0.115 volt,0.425 volt,EOBD (Europe),0.0 kilometer,14.117647058823529 percent
